id,name,years,institutions,countries,affiliations_comment,journal_names,works_count,total_works_count,total_cited_by_count
A5043080170,Sa'ed Atshan,2019,,,,Journal of Palestine Studies,2,57,155
A5044610208,Saad A. Elshelmani,1997,Durham University,GB,,British Journal of Middle Eastern Studies (BRISMES),1,1,0
A5078535890,Sabah A. Salih,2004;2005,,,,Middle East Journal,2,18,858
A5024803558,Sabina Lissitsa,2014,Ariel University,IL,,Ethnicities,1,81,1831
A5023810719,Sabina Čehajić-Clancy,2011,Sarajevo School of Science and Technology,BA,,Journal of Personality and Social Psychology (JPSP),1,51,1021
A5033863702,Sabri Jiryis,1971;1973;1974;1975;1977;1978;1979;1981;1985;1988,Hebrew University of Jerusalem,IL,Sabri Jiryis is Director of the Palestine Liberation Organization Research Center in Beirut.;Sabri Jiryis is Director of the Palestine Liberation Organization Research Centre in Beirut.;Sabri Jiryis is a research associate at The Institute for Palestine Studies.;Sabri Jiryis is director of the PLO Research Centre in Beirut.;Sabri Jiryis is the director-general of the PLO Research Center. He is the author of several books and numerous articles on the Palestine question and the Arab-Israeli conflict.,Journal of Palestine Studies,20,42,125
A5049806003,Sabri Sayari,1997,,,,Journal of Palestine Studies,1,85,1107
A5004040782,Sabrina Petra Ramet,1998,,,,Journal of the Royal Anthropological Institute (JRAI),1,412,4037
A5086036462,Saeb Salam,1973,,,,Journal of Palestine Studies,2,2,0
A5039517541,Safa Joudeh,2021,,,,Journal of Palestine Studies,1,2,3
A5093010632,Safaa Sadi Jaber,2023,Hamad bin Khalifa University;Qatar Foundation,QA,,International & Comparative Law Quarterly (ICLQ),1,5,9
A5051449517,Safia Swimelar,2010,,,,Human Rights Quarterly,1,21,206
A5089919485,Sagit Mor,2023,University of Haifa,IL,,Law and Social Inquiry,1,32,199
A5029927435,Sahar Francis,2014;2017,,,,Journal of Palestine Studies,2,5,4
A5063235118,Sai Englert,2019;2023,University of Oxford,GB,,Journal of Palestine Studies;Middle East Critique,2,14,194
A5061004957,Sakr Abu Fakhr,2000,,,,Journal of Palestine Studies,1,1,4
A5023173359,Salah Qallab,1985,,,,Journal of Palestine Studies,1,2,8
A5003165577,Salem Ajluni,2003,,,,Journal of Palestine Studies,1,1,24
A5115921857,Salem Seh,2025,University of Haifa,IL,,Ethnic and Racial Studies,1,2,3
A5081274250,Salim Brake,2019,Open University of Israel,IL,,Ethnic and Racial Studies,1,5,21
A5055648225,Salim Tamari,1981;1983;1999;2005;2013;2017;2020,Birzeit University,PS,"Salim Tamari is a professor in the Department of Sociology, Bir Zeit University. This paper was presented at the Conference on Development in the Service of Steadfastness convened by the Arab Thought Forum (Jerusalem, August 21, 1981).;The author wishes to thank Tayseer Aruri of the Physics Department at Bir Zeit University and Messrs. Ata Ibrahim and Muharram al-Barghuti (from the village of Kaubar) for their invaluable help in deriving data for this paper. C. Myntti, L. Ammons, H. Rosenfeld and J. Blanc commented on an earlier draft.",Journal of Palestine Studies,10,146,822
A5060829394,Sallie Westwood,1990,University of Leicester,GB,,Ethnic and Racial Studies,1,88,1577
A5111974434,Sally Tomlinson,1997,Goldsmiths University of London,GB,,Ethnic and Racial Studies,1,258,5092
A5008114362,Sally V. Mallison,1974;1982,George Washington University,US,"Mrs. S.V. Mallison is a Research Associate. This paper was presented at the Conference on “Human Rights in Palestine” of the World Conference of Christians for Palestine, Geneva, January 11-14, 1974.",Journal of Palestine Studies,4,25,164
A5086132463,Salman Abu Sitta,2014,,,,Journal of Palestine Studies,1,13,31
A5069141487,Sam Lehman-Wilzig,2004,,,,Middle East Journal,1,80,827
A5039531393,Samar Zebian,2013,Lebanese American University,LB,,Memory,1,11,536
A5006151855,Samer Halabi,2006;2012;2013;2014;2015;2016;2019;2022,Academic College of Tel Aviv-Yafo;University of Haifa,IL,,Group Processes & Intergroup Relations (GPIR);Journal of Personality and Social Psychology (JPSP);Journal of Social Issues (JSI);Personality and Social Psychology Bulletin (PSPB),9,60,1771
A5069944212,Samer Swaid,2025,University of Haifa,IL,,Ethnic and Racial Studies,1,2,3
A5057931523,Samera Esmeir,2006,,,,Journal of Palestine Studies,1,35,406
A5075757808,Sami E. Baroudi,2009;2011,Lebanese American University,LB,,Middle East Critique;Middle East Journal,2,33,184
A5060847613,Sami Hermez,2025,Northwestern University in Qatar,QA,,Middle East Critique,1,34,289
A5103615885,Sami Khalil Mar'i,1985,,,,Journal of Palestine Studies,2,10,278
A5053659973,Sami Musallam,1972;1973;1974,University of Bonn,DE,Sami Musallam is a Research Assistant at The Institute for Palestine Studies.,Journal of Palestine Studies,6,9,4
A5005257304,Sami Shalom Chetrit,2000;2014,,,,Journal of Palestine Studies,3,8,241
A5085317931,Samih Farsoun,1974,,,"The authors are members of the Middle East Research and Information Project, publishers of MERIP Reports, in Washington, DC. This article is an abbreviated version of a more intensive study by the authors.",Journal of Palestine Studies,1,46,503
A5090897929,Samir Harb,2022,,,,Journal of Palestine Studies,1,3,5
A5071777275,Samir Khalaf,1997,,,,Middle East Journal,1,66,609
A5062585701,Samir N. Anabtawi,1972,Vanderbilt University,US,,American Political Science Review (APSR),1,9,18
A5082663313,Samira Alayan,2021,Hebrew University of Jerusalem,IL,,Ethnic and Racial Studies,1,29,146
A5026389398,Sammy Smooha,1980;1982;1986;1987;1990;2006;2009,Binghamton University;Carmel (Israel);University of Haifa,IL;US,,Constellations;Ethnic and Racial Studies;Middle East Journal;The British Journal of Sociology (BJS),7,109,2817
A5076719040,Samuel C. Heilman,1985,,,,American Journal of Sociology (AJS),1,160,3551
A5006667037,Samuel D. Pimentel,2015,California University of Pennsylvania,US,,American Journal of Political Science (AJPS),1,52,458
A5018739557,Samuel Decalo,1970,University of Rhode Island,US,,American Political Science Review (APSR),1,168,1141
A5049191216,Samuel Koenig,1952,,,,American Journal of Sociology (AJS),1,34,624
A5077765825,Samuel Krislov,1967,,,,American Journal of Sociology (AJS),1,92,929
A5036970102,Samuel M. Edelman,2007,,,,Genocide Studies and Prevention: An International Journal (GSP),2,19,9
A5102904798,Samuel Sami Everett,2023;2024,University of Southampton;University of Winchester,GB,,Ethnicities;Patterns of Prejudice,2,62,174
A5053423456,Samuel Shye,1995,Jerusalem Institute for Israel Studies,IL,,Journal of Politics (JOP),1,90,2078
A5045037510,Samuel Totten,2006,,,,Genocide Studies and Prevention: An International Journal (GSP),2,249,1560
A5028232572,Samuel W. Bettwy,1986,Antioch University;United States Department of Justice,US,,American Journal of International Law (AJIL),1,25,8
A5023562019,Samuel W. Lewis,1999,,,,Middle East Journal,1,14,86
A5061149888,Sana Abed-Kotob,1999,,,,Middle East Journal,1,18,255
A5038364281,Sander L. Gilman,1991;2003,University of Illinois Chicago,US,,American Journal of Sociology (AJS);New German Critique,2,607,33798
A5081819076,Sandra Samaan Tamari,2018,,,,Journal of Palestine Studies,1,1,21
A5023059502,Sandy Sufian,2005;2006,University of Illinois Chicago,US,,International Journal of Middle East Studies (IJMES);Journal of Palestine Studies,2,26,120
A5053800791,Sanford R. Silverburg,1984;1997,Catawba College,US,,American Political Science Review (APSR);Middle East Journal,2,96,53
A5039583426,Sara Delamont,1995,University of Wales,GB,,Ethnic and Racial Studies,1,384,10794
A5022471771,Sara L. Helman,1997;2003;2016,Ben-Gurion University of the Negev,IL,,American Anthropologist;The British Journal of Sociology (BJS),3,28,280
A5002324580,Sara Roy,1989;1993;1994;1996;1999;2001;2002;2005;2007;2010;2012;2013;2014,Harvard University,US,"Sara Roy, a visiting scholar at the Center for International Studies at the Massachusetts Institute of Technology, is the author of The Gaza Strip Survey, published under the auspices of the West Bank Data Base Project. She is currently preparing a book on economic change and development inside the Gaza Strip.",International Journal of Middle East Studies (IJMES);Journal of Palestine Studies;Middle East Journal,13,128,1150
A5038184627,Sara Yael Hirschhorn,2014,University of Oxford,GB,,International Journal of Middle East Studies (IJMES),1,11,75
A5030405150,Sarab Abu-Rabia-Queder,2008;2022;2025,Ben-Gurion University of the Negev,IL,,"Ethnic and Racial Studies;Social Identities: Journal for the Study of Race, Nation and Culture;The British Journal of Sociology (BJS)",3,44,617
A5026105132,Sarah Anne Minkin,2022,,,,Journal of Palestine Studies,1,5,2
A5050005921,Sarah Brockmeier,2018,Global Public Policy Institute,DE,,Genocide Studies and Prevention: An International Journal (GSP),1,12,228
A5020474936,Sarah Collinson,1996,Chatham House,GB,,Ethnic and Racial Studies,1,24,652
A5090350237,Sarah England,2004,Soka University of America,US,,American Journal of Sociology (AJS),1,28,166
A5077121323,Sarah Hautzinger,2019,Colorado College,US,,Ethnos: Journal of Anthropology,1,38,293
A5109928547,Sarah Helman,1999,Ben-Gurion University of the Negev,IL,,Constellations,1,1,18
A5020473281,Sarah Jacobs,2018,Princeton University,US,,British Journal of Middle Eastern Studies (BRISMES),1,23,88
A5059441351,Sarah Judson,1997,New York University,US,,Ethnic and Racial Studies,1,1,0
A5107622147,Sarah Spooner,2025,,,Pneuma Science.,Journal of Personality and Social Psychology (JPSP),1,2,2
A5060057291,Sarai B. Aharoni,2024,Ben-Gurion University of the Negev,IL,,International Journal of Human Rights (IJHR),1,21,319
A5043715091,Sari Hanafi,2005,,,,Journal of Ethnic and Migration Studies (JEMS),1,189,2035
A5005379683,Sarit Okun,2022,Bar-Ilan University,IL,,Journal of Social Issues (JSI),1,17,86
A5020158851,Sasha Kimel,2015,Harvard University Press,US,,Group Processes & Intergroup Relations (GPIR),1,26,647
A5056309382,Saskia Sassen,1989,,,,American Journal of Sociology (AJS),1,526,31785
A2337898567,Sayaka Osanami Törngren,2019,Malmö University,SE,,Journal of Ethnic and Migration Studies (JEMS),1,0,0
A5052645886,Sayres S. Rudy,1993,Columbia University,US,,British Journal of Middle Eastern Studies (BRISMES),1,12,13
A5039091485,Scott D. Johnston,1971;1991;1992;1993;1996,Hamline University,US,,American Political Science Review (APSR);British Journal of Middle Eastern Studies (BRISMES);International Journal of Middle East Studies (IJMES);Middle East Journal,5,32,237
A5048982784,Scott Greenwood,2003,,,,Middle East Journal,1,7,108
A5057570728,Scott Lasensky,2004;2006,,,,Middle East Journal,2,35,82
A5077402510,Scott Lash,2022,University of Oxford,GB,,"Theory, culture, and society",1,5,7
A5094209774,Scott Ury,2024,,,,History and Memory,1,1,0
A5000386688,Sean D. Murphy,2005,,,,American Journal of International Law (AJIL),1,458,20673
A5001776196,Sean F. McMahon,2005;2015,American University in Cairo;Athabasca University,CA;EG,,British Journal of Middle Eastern Studies (BRISMES);Middle East Critique,2,44,129
A5086705966,Sebastian Bischoff,2023,Paderborn University,DE,,Memory Studies,1,46,533
A5037513962,Sebastian Maisel,2007,,,,Middle East Journal,1,33,105
A5059282196,Sebastian Mohr,2019,Karlstad University,SE,,Ethnos: Journal of Anthropology,1,108,1044
A5008894145,Selma Abdel-Qader,2018,,,,Journal of Palestine Studies,1,1,2
A5051223424,Selma Botman,1992,College of the Holy Cross,US,,British Journal of Middle Eastern Studies (BRISMES),1,42,764
A5067074285,Sergio Herzog,2008,Hebrew University of Jerusalem,IL,,Law and Society Review,1,44,656
A5120295449,Setareh Sadeqi Mohammadi,2025,University of Tehran,IR,,Middle East Critique,1,1,0
A5078418284,Seth Ackerman,2001,,,,Journal of Palestine Studies,1,61,149
A5066562993,Seth Anziska,2013;2017;2019,Columbia University,US,,International Journal of Middle East Studies (IJMES);Journal of Palestine Studies,3,26,38
A5022715793,Seth Jolly,2025,,,,Journal of Politics (JOP),1,59,3430
A5006268985,Seth Kunin,2014,University of Aberdeen,GB,,Journal of the Royal Anthropological Institute (JRAI),1,41,205
A5045300670,Seth Tillman,1978;1979,American Enterprise Institute,US,,Journal of Palestine Studies,3,24,111
A5043860938,Severin A. Hochberg,2006,,,,Middle East Journal,1,14,157
A5008414458,Seyla Benhabib,2015;2020,Yale University,US,,Journal of Genocide Research (JGR);Philosophy and Social Criticism,2,341,27229
A5068463469,Seymour Martin Lipset,1975,,,,American Journal of Sociology (AJS),1,597,36908
A5021381273,Seán MacBride,1983,,,,Journal of Palestine Studies,1,23,321
A5012560127,Shabtay Levit,2011,American Public Health Association,US,,Journal of Loss and Trauma,1,10,191
A5116927344,Shachar Dremer,2025,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,1,2
A5057894586,Shahar Marnin-Distelfeld,2021,Zefat Academic College,IL,,Holocaust Studies: A Journal of Culture and History,1,22,25
A5071750350,Shahar Shoham,2023,Humboldt-Universität zu Berlin,DE,,Journal of Ethnic and Migration Studies (JEMS),1,5,53
A5052480023,Shai Bermanis,2004,University of Haifa,IL,,Patterns of Prejudice,1,2,81
A5035700241,Shai Stern,2023,Bar-Ilan University,IL,,Oxford Journal of Legal Studies,1,25,14
A5116927346,Shaked Davidovich,2025,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,1,2
A5057026797,Shalom Goldman,2002;2006,Emory University,US,,International Journal of Middle East Studies (IJMES),2,44,192
A5010222716,Shalom H. Schwartz,1976;1978;1987;1989;1995;2002,Hebrew University of Jerusalem;University of Wisconsin–Madison,IL;US,U Wisconsin---Madison,Journal of Personality and Social Psychology (JPSP);Personality and Social Psychology Bulletin (PSPB),7,279,89994
A5113580462,Shalva Weii,1974,,,,Journal of Ethnic and Migration Studies (JEMS),1,1,0
A5005091823,Shalva Weil,2010,Hebrew University of Jerusalem,IL,,Journal of the Royal Anthropological Institute (JRAI),1,93,970
A5043715752,Shana Levin,2012,Claremont McKenna College,US,,Personality and Social Psychology Bulletin (PSPB),1,107,9069
A5063459482,Shani Friedman,2024,Hebrew University of Jerusalem;Jerusalem Institute for Israel Studies,IL,,Leiden Journal of International Law (LJIL),1,29,61
A5087266318,Shannan L. Mattiace,1997,,,"Department of Government , University of Texas , Austin",Ethnic and Racial Studies,1,44,534
A5056038870,Shannon White,2020,,,,Journal of Personality and Social Psychology (JPSP),1,37,921
A5110906450,Sharif S. Elmusa,1993;1995;1996,,,,Journal of Palestine Studies;Middle East Journal,9,48,874
A5059322637,Sharon Dekel,2016,Harvard University;Massachusetts General Hospital,US,,Journal of Loss and Trauma,1,77,2861
A5029029085,Sharon Galor,2012,Universität Innsbruck,AT,,Journal of Loss and Trauma,1,4,16
A5051023227,Sharon Geva,2015;2023;2024,"Kibbutzim College of Education, Technology and the Arts",IL,,Holocaust Studies: A Journal of Culture and History;Holocaust and Genocide Studies (HGS),3,11,10
A5003653391,Sharon Gil,2010;2013,University of Haifa,IL,,Journal of Loss and Trauma,2,54,1325
A5001178503,Sharon Imtiaz,1996,,,,Journal of Ethnic and Migration Studies (JEMS),1,3,0
A5058097143,Sharon Krotman,2001,Bar-Ilan University,IL,,Personality and Social Psychology Bulletin (PSPB),1,2,77
A5072925420,Sharon M. Lee,1996,University of Richmond,US,,Ethnic and Racial Studies,1,7,372
A5104831516,Sharon Pardo,2015;2018,Ben-Gurion University of the Negev,IL,,Middle East Critique;Middle East Journal,2,73,358
A5021286666,Sharon Rose,1973,,,"Sharon Rose is an editor of MERIP (Washington, D.C.).",Journal of Palestine Studies,2,73,2410
A5033509303,Sharon Snir,2019,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,72,862
A5038636705,Sharon Steinberg,2017,Kaye Academic College of Education,IL,,International Journal of Human Rights (IJHR),1,28,40
A5068839120,Sharon Weinblum,2015,,,,Constellations,1,43,145
A5075169919,Sharon Yavo-Ayalon,2019,Cornell University,US,,Cultural Sociology,1,20,116
A5010139332,Shaul Kimhi,2010;2015;2017,Tel Hai Academic College,IL,,Journal of Loss and Trauma,3,119,2786
